origin,destination,distance,duration
Wilmington,State College,918 km,8 hours 41 mins
State College,Johnstown,137 km,1 hour 29 mins
State College,Johnstown,137 km,1 hour 29 mins
Johnstown,Wilmington,863 km,8 hours 23 mins
Johnstown,Wilmington,863 km,8 hours 23 mins
Chicago,Fayetteville,"1,323 km",12 hours 48 mins
Chicago,Fayetteville,"1,323 km",12 hours 48 mins
Fayetteville,Charlotte,223 km,2 hours 40 mins
Fayetteville,Charlotte,223 km,2 hours 40 mins
Charlotte,Chicago,"1,215 km",11 hours 39 mins
Charlotte,Chicago,"1,215 km",11 hours 39 mins
Austin,Lake Charles,494 km,4 hours 37 mins
Austin,Lake Charles,494 km,4 hours 37 mins
Lake Charles,Baton Rouge,204 km,1 hour 55 mins
Lake Charles,Baton Rouge,204 km,1 hour 55 mins
Baton Rouge,Austin,694 km,6 hours 28 mins
Baton Rouge,Austin,694 km,6 hours 28 mins
New Orleans,Orlando,"1,029 km",9 hours 5 mins
New Orleans,Orlando,"1,029 km",9 hours 5 mins
Orlando,Miami,378 km,3 hours 26 mins
Orlando,Miami,378 km,3 hours 26 mins
Miami,New Orleans,"1,394 km",12 hours 13 mins
Miami,New Orleans,"1,394 km",12 hours 13 mins
Knoxville,New York,"1,138 km",10 hours 40 mins
Knoxville,New York,"1,138 km",10 hours 40 mins
New York,Buffalo,601 km,6 hours 16 mins
New York,Buffalo,601 km,6 hours 16 mins
Buffalo,Knoxville,"1,106 km",10 hours 5 mins
Buffalo,Knoxville,"1,106 km",10 hours 5 mins
Minneapolis,Nashville,"1,420 km",12 hours 45 mins
Minneapolis,Nashville,"1,420 km",12 hours 45 mins
Nashville,Knoxville,290 km,2 hours 42 mins
Nashville,Knoxville,290 km,2 hours 42 mins
Knoxville,Minneapolis,"1,529 km",13 hours 58 mins
Knoxville,Minneapolis,"1,529 km",13 hours 58 mins
New York,Savannah,"1,298 km",12 hours 4 mins
New York,Savannah,"1,298 km",12 hours 4 mins
Savannah,Atlanta,399 km,3 hours 40 mins
Savannah,Atlanta,399 km,3 hours 40 mins
Atlanta,New York,"1,391 km",13 hours 5 mins
Atlanta,New York,"1,391 km",13 hours 5 mins
Dallas,Houston,385 km,3 hours 29 mins
Dallas,Houston,385 km,3 hours 29 mins
Dallas,Orlando,"1,747 km",15 hours 51 mins
Dallas,Orlando,"1,747 km",15 hours 51 mins
Orlando,Miami,378 km,3 hours 26 mins
Orlando,Miami,378 km,3 hours 26 mins
Miami,Dallas,"2,117 km",19 hours 0 mins
Miami,Dallas,"2,117 km",19 hours 0 mins
Milwaukee,Buffalo,"1,011 km",9 hours 33 mins
Milwaukee,Buffalo,"1,011 km",9 hours 33 mins
Buffalo,Niagara Falls,31.9 km,26 mins
Buffalo,Niagara Falls,31.9 km,26 mins
Niagara Falls,Milwaukee,"1,040 km",9 hours 51 mins
Niagara Falls,Milwaukee,"1,040 km",9 hours 51 mins
Norfolk,State College,646 km,6 hours 23 mins
Norfolk,State College,646 km,6 hours 23 mins
State College,Johnstown,137 km,1 hour 29 mins
State College,Johnstown,137 km,1 hour 29 mins
Johnstown,Norfolk,590 km,6 hours 2 mins
Johnstown,Norfolk,590 km,6 hours 2 mins
Islip,Tampa,"1,899 km",17 hours 39 mins
Islip,Tampa,"1,899 km",17 hours 39 mins
Tampa,Fort Lauderdale,424 km,3 hours 46 mins
Tampa,Fort Lauderdale,424 km,3 hours 46 mins
Fort Lauderdale,Islip,"2,101 km",19 hours 7 mins
Fort Lauderdale,Islip,"2,101 km",19 hours 7 mins
Chattanooga,Abilene,"1,557 km",13 hours 55 mins
Chattanooga,Abilene,"1,557 km",13 hours 55 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Amarillo,Chattanooga,"1,707 km",15 hours 14 mins
Amarillo,Chattanooga,"1,707 km",15 hours 14 mins
Newark,Harrisburg,258 km,2 hours 38 mins
Newark,Harrisburg,258 km,2 hours 38 mins
Harrisburg,Lewisburg,98.1 km,1 hour 10 mins
Harrisburg,Lewisburg,98.1 km,1 hour 10 mins
Lewisburg,Newark,262 km,2 hours 39 mins
Lewisburg,Newark,262 km,2 hours 39 mins
Knoxville,Bemidji,"1,873 km",17 hours 25 mins
Knoxville,Bemidji,"1,873 km",17 hours 25 mins
Bemidji,Minneapolis,347 km,3 hours 34 mins
Bemidji,Minneapolis,347 km,3 hours 34 mins
Minneapolis,Knoxville,"1,527 km",13 hours 55 mins
Minneapolis,Knoxville,"1,527 km",13 hours 55 mins
Milwaukee,Wilmington,"1,660 km",15 hours 33 mins
Milwaukee,Wilmington,"1,660 km",15 hours 33 mins
Wilmington,Charlotte,324 km,3 hours 24 mins
Wilmington,Charlotte,324 km,3 hours 24 mins
Charlotte,Milwaukee,"1,370 km",13 hours 1 min
Charlotte,Milwaukee,"1,370 km",13 hours 1 min
Memphis,Abilene,"1,018 km",9 hours 16 mins
Memphis,Abilene,"1,018 km",9 hours 16 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Amarillo,Memphis,"1,166 km",10 hours 20 mins
Amarillo,Memphis,"1,166 km",10 hours 20 mins
White Plains,Moline,"1,544 km",14 hours 23 mins
White Plains,Moline,"1,544 km",14 hours 23 mins
Moline,Belleville,417 km,3 hours 59 mins
Moline,Belleville,417 km,3 hours 59 mins
Belleville,White Plains,"1,608 km",14 hours 58 mins
Belleville,White Plains,"1,608 km",14 hours 58 mins
Shreveport,Abilene,593 km,5 hours 22 mins
Shreveport,Abilene,593 km,5 hours 22 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Amarillo,Shreveport,886 km,8 hours 12 mins
Amarillo,Shreveport,886 km,8 hours 12 mins
Boston,Pellston,"1,511 km",13 hours 51 mins
Boston,Pellston,"1,511 km",13 hours 51 mins
Pellston,Escanaba,263 km,2 hours 45 mins
Pellston,Escanaba,263 km,2 hours 45 mins
Escanaba,Boston,"1,759 km",16 hours 16 mins
Escanaba,Boston,"1,759 km",16 hours 16 mins
Key West,Charlotte,"1,426 km",13 hours 29 mins
Key West,Charlotte,"1,426 km",13 hours 29 mins
Charlotte,Asheville,209 km,2 hours 7 mins
Charlotte,Asheville,209 km,2 hours 7 mins
Asheville,Key West,"1,522 km",14 hours 24 mins
Asheville,Key West,"1,522 km",14 hours 24 mins
Salt Lake City,Helena,778 km,6 hours 53 mins
Salt Lake City,Helena,778 km,6 hours 53 mins
Helena,Billings,384 km,3 hours 37 mins
Helena,Billings,384 km,3 hours 37 mins
Billings,Salt Lake City,888 km,8 hours 27 mins
Billings,Salt Lake City,888 km,8 hours 27 mins
Houston,Fort Myers,"1,768 km",15 hours 42 mins
Houston,Fort Myers,"1,768 km",15 hours 42 mins
Fort Myers,Orlando,257 km,2 hours 59 mins
Fort Myers,Orlando,257 km,2 hours 59 mins
Orlando,Houston,"1,549 km",13 hours 41 mins
Orlando,Houston,"1,549 km",13 hours 41 mins
Rochester,Minneapolis,"1,625 km",15 hours 2 mins
Rochester,Minneapolis,"1,625 km",15 hours 2 mins
Minneapolis,St. Cloud,105 km,1 hour 6 mins
Minneapolis,St. Cloud,105 km,1 hour 6 mins
St. Cloud,Rochester,"1,738 km",15 hours 57 mins
St. Cloud,Rochester,"1,738 km",15 hours 57 mins
San Diego,Los Angeles,194 km,2 hours 0 mins
San Diego,Los Angeles,194 km,2 hours 0 mins
Shreveport,Abilene,593 km,5 hours 22 mins
Shreveport,Abilene,593 km,5 hours 22 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Amarillo,Shreveport,886 km,8 hours 12 mins
Amarillo,Shreveport,886 km,8 hours 12 mins
Baltimore,Lynchburg,350 km,3 hours 52 mins
Baltimore,Lynchburg,350 km,3 hours 52 mins
Lynchburg,Petersburg,186 km,2 hours 2 mins
Lynchburg,Petersburg,186 km,2 hours 2 mins
Petersburg,Baltimore,276 km,2 hours 54 mins
Petersburg,Baltimore,276 km,2 hours 54 mins
Lexington,Wilmington,997 km,9 hours 26 mins
Lexington,Wilmington,997 km,9 hours 26 mins
Wilmington,Fayetteville,149 km,1 hour 43 mins
Wilmington,Fayetteville,149 km,1 hour 43 mins
Fayetteville,Lexington,815 km,8 hours 4 mins
Fayetteville,Lexington,815 km,8 hours 4 mins
Cedar Rapids,Moline,138 km,1 hour 20 mins
Cedar Rapids,Moline,138 km,1 hour 20 mins
Moline,Peoria,149 km,1 hour 24 mins
Moline,Peoria,149 km,1 hour 24 mins
Peoria,Cedar Rapids,286 km,2 hours 40 mins
Peoria,Cedar Rapids,286 km,2 hours 40 mins
Minneapolis,Green Bay,447 km,4 hours 16 mins
Minneapolis,Green Bay,447 km,4 hours 16 mins
Green Bay,Rhinelander,219 km,2 hours 23 mins
Green Bay,Rhinelander,219 km,2 hours 23 mins
Rhinelander,Minneapolis,390 km,3 hours 43 mins
Rhinelander,Minneapolis,390 km,3 hours 43 mins
Cedar Rapids,Abilene,"1,545 km",13 hours 48 mins
Cedar Rapids,Abilene,"1,545 km",13 hours 48 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Amarillo,Cedar Rapids,"1,493 km",13 hours 16 mins
Amarillo,Cedar Rapids,"1,493 km",13 hours 16 mins
El Paso,Los Angeles,"1,290 km",11 hours 46 mins
El Paso,Los Angeles,"1,290 km",11 hours 46 mins
Los Angeles,San Francisco,614 km,5 hours 56 mins
Los Angeles,San Francisco,614 km,5 hours 56 mins
San Francisco,El Paso,"1,902 km",17 hours 23 mins
San Francisco,El Paso,"1,902 km",17 hours 23 mins
Charlotte,Ogdensburg,"1,374 km",12 hours 56 mins
Charlotte,Ogdensburg,"1,374 km",12 hours 56 mins
Ogdensburg,Syracuse,206 km,2 hours 8 mins
Ogdensburg,Syracuse,206 km,2 hours 8 mins
Syracuse,Charlotte,"1,170 km",10 hours 54 mins
Syracuse,Charlotte,"1,170 km",10 hours 54 mins
Knoxville,State College,940 km,9 hours 1 min
Knoxville,State College,940 km,9 hours 1 min
State College,Johnstown,137 km,1 hour 29 mins
State College,Johnstown,137 km,1 hour 29 mins
Johnstown,Knoxville,846 km,8 hours 3 mins
Johnstown,Knoxville,846 km,8 hours 3 mins
Bemidji,Minneapolis,347 km,3 hours 34 mins
Bemidji,Minneapolis,347 km,3 hours 34 mins
Minneapolis,Brainerd,203 km,2 hours 6 mins
Minneapolis,Brainerd,203 km,2 hours 6 mins
Brainerd,Bemidji,154 km,1 hour 50 mins
Brainerd,Bemidji,154 km,1 hour 50 mins
El Paso,Alamosa,753 km,7 hours 11 mins
El Paso,Alamosa,753 km,7 hours 11 mins
Alamosa,Grand Junction,396 km,4 hours 29 mins
Alamosa,Grand Junction,396 km,4 hours 29 mins
Grand Junction,El Paso,"1,040 km",10 hours 48 mins
Grand Junction,El Paso,"1,040 km",10 hours 48 mins
Santa Ana,Houston,"2,475 km",22 hours 12 mins
Santa Ana,Houston,"2,475 km",22 hours 12 mins
Houston,Dallas,385 km,3 hours 27 mins
Houston,Dallas,385 km,3 hours 27 mins
Dallas,Santa Ana,"2,314 km",20 hours 38 mins
Dallas,Santa Ana,"2,314 km",20 hours 38 mins
Islip,State College,464 km,4 hours 52 mins
Islip,State College,464 km,4 hours 52 mins
State College,Johnstown,137 km,1 hour 29 mins
State College,Johnstown,137 km,1 hour 29 mins
Johnstown,Islip,590 km,5 hours 57 mins
Johnstown,Islip,590 km,5 hours 57 mins
Atlanta,Charleston,491 km,4 hours 45 mins
Atlanta,Charleston,491 km,4 hours 45 mins
Charleston,Hilton Head,158 km,2 hours 2 mins
Charleston,Hilton Head,158 km,2 hours 2 mins
Hilton Head,Atlanta,451 km,4 hours 12 mins
Hilton Head,Atlanta,451 km,4 hours 12 mins
Baltimore,Buffalo,594 km,6 hours 9 mins
Baltimore,Buffalo,594 km,6 hours 9 mins
Buffalo,New York,600 km,6 hours 14 mins
Buffalo,New York,600 km,6 hours 14 mins
New York,Baltimore,302 km,3 hours 10 mins
New York,Baltimore,302 km,3 hours 10 mins
Atlanta,Grand Rapids,"1,270 km",11 hours 51 mins
Atlanta,Grand Rapids,"1,270 km",11 hours 51 mins
Grand Rapids,Detroit,253 km,2 hours 20 mins
Grand Rapids,Detroit,253 km,2 hours 20 mins
Detroit,Atlanta,"1,163 km",10 hours 37 mins
Detroit,Atlanta,"1,163 km",10 hours 37 mins
Phoenix,Kansas City,"1,939 km",18 hours 31 mins
Phoenix,Kansas City,"1,939 km",18 hours 31 mins
Kansas City,St. Louis,399 km,3 hours 42 mins
Kansas City,St. Louis,399 km,3 hours 42 mins
St. Louis,Phoenix,"2,345 km",21 hours 20 mins
St. Louis,Phoenix,"2,345 km",21 hours 20 mins
Charlotte,Daytona Beach,770 km,6 hours 56 mins
Charlotte,Daytona Beach,770 km,6 hours 56 mins
Daytona Beach,Miami,421 km,3 hours 56 mins
Daytona Beach,Miami,421 km,3 hours 56 mins
Miami,Charlotte,"1,174 km",10 hours 26 mins
Miami,Charlotte,"1,174 km",10 hours 26 mins
Louisville,Buffalo,862 km,7 hours 57 mins
Louisville,Buffalo,862 km,7 hours 57 mins
Buffalo,White Plains,600 km,5 hours 57 mins
Buffalo,White Plains,600 km,5 hours 57 mins
White Plains,Louisville,"1,239 km",11 hours 47 mins
White Plains,Louisville,"1,239 km",11 hours 47 mins
Latrobe,Miami,"1,877 km",17 hours 26 mins
Latrobe,Miami,"1,877 km",17 hours 26 mins
Miami,Punta Gorda,291 km,2 hours 41 mins
Miami,Punta Gorda,291 km,2 hours 41 mins
Punta Gorda,Latrobe,"1,792 km",16 hours 53 mins
Punta Gorda,Latrobe,"1,792 km",16 hours 53 mins
Key West,Augusta,"1,221 km",12 hours 3 mins
Key West,Augusta,"1,221 km",12 hours 3 mins
Augusta,Decatur,229 km,2 hours 19 mins
Augusta,Decatur,229 km,2 hours 19 mins
Decatur,Key West,"1,321 km",12 hours 39 mins
Decatur,Key West,"1,321 km",12 hours 39 mins
Daytona Beach,Wilmington,844 km,7 hours 40 mins
Daytona Beach,Wilmington,844 km,7 hours 40 mins
Wilmington,Fayetteville,149 km,1 hour 43 mins
Wilmington,Fayetteville,149 km,1 hour 43 mins
Fayetteville,Daytona Beach,786 km,7 hours 1 min
Fayetteville,Daytona Beach,786 km,7 hours 1 min
Houston,Pensacola,845 km,7 hours 38 mins
Houston,Pensacola,845 km,7 hours 38 mins
Pensacola,Tallahassee,316 km,2 hours 51 mins
Pensacola,Tallahassee,316 km,2 hours 51 mins
Tallahassee,Houston,"1,142 km",10 hours 15 mins
Tallahassee,Houston,"1,142 km",10 hours 15 mins
Tampa,Augusta,729 km,7 hours 8 mins
Tampa,Augusta,729 km,7 hours 8 mins
Augusta,Decatur,229 km,2 hours 19 mins
Augusta,Decatur,229 km,2 hours 19 mins
Decatur,Tampa,735 km,6 hours 39 mins
Decatur,Tampa,735 km,6 hours 39 mins
West Palm Beach,New York,"1,956 km",17 hours 39 mins
West Palm Beach,New York,"1,956 km",17 hours 39 mins
New York,Plattsburgh,503 km,4 hours 55 mins
New York,Plattsburgh,503 km,4 hours 55 mins
Plattsburgh,West Palm Beach,"2,447 km",22 hours 2 mins
Plattsburgh,West Palm Beach,"2,447 km",22 hours 2 mins
Daytona Beach,Abilene,"2,028 km",18 hours 27 mins
Daytona Beach,Abilene,"2,028 km",18 hours 27 mins
Abilene,Dallas,292 km,2 hours 43 mins
Abilene,Dallas,292 km,2 hours 43 mins
Dallas,Daytona Beach,"1,747 km",15 hours 55 mins
Dallas,Daytona Beach,"1,747 km",15 hours 55 mins
Chicago,Fort Myers,"2,076 km",18 hours 53 mins
Chicago,Fort Myers,"2,076 km",18 hours 53 mins
Fort Myers,Jacksonville,510 km,4 hours 52 mins
Fort Myers,Jacksonville,510 km,4 hours 52 mins
Jacksonville,Chicago,"1,710 km",15 hours 38 mins
Jacksonville,Chicago,"1,710 km",15 hours 38 mins
Tulsa,Abilene,636 km,5 hours 45 mins
Tulsa,Abilene,636 km,5 hours 45 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Amarillo,Tulsa,587 km,5 hours 16 mins
Amarillo,Tulsa,587 km,5 hours 16 mins
Knoxville,Amarillo,"1,794 km",16 hours 3 mins
Knoxville,Amarillo,"1,794 km",16 hours 3 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Lubbock,Knoxville,"1,837 km",17 hours 3 mins
Lubbock,Knoxville,"1,837 km",17 hours 3 mins
Charlotte,Cleveland,829 km,7 hours 51 mins
Charlotte,Cleveland,829 km,7 hours 51 mins
Cleveland,Dayton,340 km,3 hours 11 mins
Cleveland,Dayton,340 km,3 hours 11 mins
Dayton,Charlotte,734 km,7 hours 5 mins
Dayton,Charlotte,734 km,7 hours 5 mins
Los Angeles,San Francisco,614 km,5 hours 56 mins
Los Angeles,San Francisco,614 km,5 hours 56 mins
San Francisco,San Diego,807 km,7 hours 44 mins
San Francisco,San Diego,807 km,7 hours 44 mins
Sacramento,San Diego,811 km,7 hours 46 mins
Sacramento,San Diego,811 km,7 hours 46 mins
San Diego,Austin,"2,091 km",19 hours 4 mins
San Diego,Austin,"2,091 km",19 hours 4 mins
Bozeman,San Francisco,"1,650 km",15 hours 47 mins
Bozeman,San Francisco,"1,650 km",15 hours 47 mins
San Francisco,Los Angeles,615 km,5 hours 53 mins
San Francisco,Los Angeles,615 km,5 hours 53 mins
Los Angeles,Bozeman,"1,762 km",16 hours 3 mins
Los Angeles,Bozeman,"1,762 km",16 hours 3 mins
Sun Valley,San Diego,"1,461 km",14 hours 9 mins
Sun Valley,San Diego,"1,461 km",14 hours 9 mins
San Diego,Los Angeles,194 km,2 hours 0 mins
San Diego,Los Angeles,194 km,2 hours 0 mins
Los Angeles,Sun Valley,"1,362 km",13 hours 10 mins
Los Angeles,Sun Valley,"1,362 km",13 hours 10 mins
Harrisburg,Chicago,"1,059 km",9 hours 57 mins
Harrisburg,Chicago,"1,059 km",9 hours 57 mins
Chicago,Moline,265 km,2 hours 37 mins
Chicago,Moline,265 km,2 hours 37 mins
Moline,Harrisburg,"1,295 km",12 hours 6 mins
Moline,Harrisburg,"1,295 km",12 hours 6 mins
Charlotte,New Orleans,"1,149 km",10 hours 28 mins
Charlotte,New Orleans,"1,149 km",10 hours 28 mins
New Orleans,Baton Rouge,131 km,1 hour 17 mins
New Orleans,Baton Rouge,131 km,1 hour 17 mins
Baton Rouge,Charlotte,"1,241 km",11 hours 14 mins
Baton Rouge,Charlotte,"1,241 km",11 hours 14 mins
Bozeman,Dallas,"2,365 km",21 hours 28 mins
Bozeman,Dallas,"2,365 km",21 hours 28 mins
Dallas,Houston,385 km,3 hours 29 mins
Dallas,Houston,385 km,3 hours 29 mins
San Francisco,Los Angeles,615 km,5 hours 53 mins
San Francisco,Los Angeles,615 km,5 hours 53 mins
Grand Junction,Amarillo,915 km,9 hours 40 mins
Grand Junction,Amarillo,915 km,9 hours 40 mins
Amarillo,Abilene,461 km,4 hours 12 mins
Amarillo,Abilene,461 km,4 hours 12 mins
Abilene,Grand Junction,"1,347 km",13 hours 44 mins
Abilene,Grand Junction,"1,347 km",13 hours 44 mins
Pittsburgh,Fort Myers,"1,841 km",17 hours 5 mins
Pittsburgh,Fort Myers,"1,841 km",17 hours 5 mins
Fort Myers,Orlando,257 km,2 hours 59 mins
Fort Myers,Orlando,257 km,2 hours 59 mins
Orlando,Pittsburgh,"1,559 km",14 hours 17 mins
Orlando,Pittsburgh,"1,559 km",14 hours 17 mins
Tampa,Amarillo,"2,369 km",21 hours 28 mins
Tampa,Amarillo,"2,369 km",21 hours 28 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Lubbock,Tampa,"2,331 km",20 hours 57 mins
Lubbock,Tampa,"2,331 km",20 hours 57 mins
Santa Fe,Amarillo,450 km,4 hours 10 mins
Santa Fe,Amarillo,450 km,4 hours 10 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Lubbock,Santa Fe,503 km,5 hours 5 mins
Lubbock,Santa Fe,503 km,5 hours 5 mins
Fort Lauderdale,Buffalo,"2,200 km",19 hours 55 mins
Fort Lauderdale,Buffalo,"2,200 km",19 hours 55 mins
Buffalo,White Plains,600 km,5 hours 57 mins
Buffalo,White Plains,600 km,5 hours 57 mins
White Plains,Fort Lauderdale,"2,084 km",18 hours 49 mins
White Plains,Fort Lauderdale,"2,084 km",18 hours 49 mins
Charlotte,Miami,"1,174 km",10 hours 30 mins
Charlotte,Miami,"1,174 km",10 hours 30 mins
Miami,Daytona Beach,422 km,3 hours 52 mins
Miami,Daytona Beach,422 km,3 hours 52 mins
Daytona Beach,Charlotte,759 km,6 hours 55 mins
Daytona Beach,Charlotte,759 km,6 hours 55 mins
Gainesville,Augusta,524 km,5 hours 18 mins
Gainesville,Augusta,524 km,5 hours 18 mins
Augusta,Savannah,196 km,2 hours 27 mins
Augusta,Savannah,196 km,2 hours 27 mins
Savannah,Gainesville,335 km,3 hours 15 mins
Savannah,Gainesville,335 km,3 hours 15 mins
Santa Ana,Dallas,"2,295 km",20 hours 40 mins
Santa Ana,Dallas,"2,295 km",20 hours 40 mins
Dallas,Houston,385 km,3 hours 29 mins
Dallas,Houston,385 km,3 hours 29 mins
Houston,Santa Ana,"2,494 km",22 hours 8 mins
Houston,Santa Ana,"2,494 km",22 hours 8 mins
Minneapolis,Austin,"1,886 km",16 hours 47 mins
Minneapolis,Austin,"1,886 km",16 hours 47 mins
Austin,Dallas,314 km,2 hours 53 mins
Austin,Dallas,314 km,2 hours 53 mins
Dallas,Minneapolis,"1,515 km",14 hours 7 mins
Dallas,Minneapolis,"1,515 km",14 hours 7 mins
Tulsa,San Diego,"2,282 km",20 hours 46 mins
Tulsa,San Diego,"2,282 km",20 hours 46 mins
San Diego,Redding,"1,070 km",10 hours 10 mins
San Diego,Redding,"1,070 km",10 hours 10 mins
Redding,Fresno,533 km,5 hours 4 mins
Redding,Fresno,533 km,5 hours 4 mins
Fresno,Tulsa,"2,506 km",22 hours 31 mins
Fresno,Tulsa,"2,506 km",22 hours 31 mins
Dayton,State College,632 km,6 hours 13 mins
Dayton,State College,632 km,6 hours 13 mins
State College,Erie,342 km,3 hours 22 mins
State College,Erie,342 km,3 hours 22 mins
Erie,Philadelphia,678 km,6 hours 22 mins
Erie,Philadelphia,678 km,6 hours 22 mins
Philadelphia,Dayton,869 km,8 hours 19 mins
Philadelphia,Dayton,869 km,8 hours 19 mins
San Diego,Yuma,276 km,2 hours 41 mins
San Diego,Yuma,276 km,2 hours 41 mins
Yuma,Phoenix,298 km,2 hours 52 mins
Yuma,Phoenix,298 km,2 hours 52 mins
Phoenix,Tucson,181 km,1 hour 44 mins
Phoenix,Tucson,181 km,1 hour 44 mins
Tucson,San Diego,654 km,5 hours 53 mins
Tucson,San Diego,654 km,5 hours 53 mins
Providence,Orlando,"2,025 km",18 hours 43 mins
Providence,Orlando,"2,025 km",18 hours 43 mins
Orlando,Fort Lauderdale,341 km,3 hours 6 mins
Orlando,Fort Lauderdale,341 km,3 hours 6 mins
Fort Lauderdale,Tampa,425 km,3 hours 46 mins
Fort Lauderdale,Tampa,425 km,3 hours 46 mins
Tampa,Providence,"2,107 km",19 hours 37 mins
Tampa,Providence,"2,107 km",19 hours 37 mins
Boise,Salt Lake City,546 km,4 hours 53 mins
Boise,Salt Lake City,546 km,4 hours 53 mins
Salt Lake City,Ogden,61.4 km,37 mins
Salt Lake City,Ogden,61.4 km,37 mins
Ogden,Vernal,336 km,3 hours 28 mins
Ogden,Vernal,336 km,3 hours 28 mins
Vernal,Boise,820 km,7 hours 44 mins
Vernal,Boise,820 km,7 hours 44 mins
Little Rock,San Antonio,954 km,8 hours 41 mins
Little Rock,San Antonio,954 km,8 hours 41 mins
San Antonio,Dallas,440 km,4 hours 4 mins
San Antonio,Dallas,440 km,4 hours 4 mins
Dallas,Houston,385 km,3 hours 29 mins
Dallas,Houston,385 km,3 hours 29 mins
Houston,Little Rock,699 km,6 hours 46 mins
Houston,Little Rock,699 km,6 hours 46 mins
Orlando,Tampa,136 km,1 hour 18 mins
Orlando,Tampa,136 km,1 hour 18 mins
Tampa,Miami,451 km,4 hours 4 mins
Tampa,Miami,451 km,4 hours 4 mins
El Paso,San Diego,"1,166 km",10 hours 27 mins
El Paso,San Diego,"1,166 km",10 hours 27 mins
San Diego,San Francisco,808 km,7 hours 51 mins
San Diego,San Francisco,808 km,7 hours 51 mins
San Francisco,Los Angeles,615 km,5 hours 53 mins
San Francisco,Los Angeles,615 km,5 hours 53 mins
Los Angeles,El Paso,"1,289 km",11 hours 43 mins
Los Angeles,El Paso,"1,289 km",11 hours 43 mins
San Diego,Tucson,653 km,5 hours 56 mins
San Diego,Tucson,653 km,5 hours 56 mins
Tucson,Yuma,380 km,3 hours 23 mins
Tucson,Yuma,380 km,3 hours 23 mins
Yuma,Phoenix,298 km,2 hours 52 mins
Yuma,Phoenix,298 km,2 hours 52 mins
Phoenix,San Diego,571 km,5 hours 19 mins
Phoenix,San Diego,571 km,5 hours 19 mins
Santa Ana,Amarillo,"1,723 km",15 hours 32 mins
Santa Ana,Amarillo,"1,723 km",15 hours 32 mins
Amarillo,Dallas,589 km,5 hours 30 mins
Amarillo,Dallas,589 km,5 hours 30 mins
Dallas,Houston,385 km,3 hours 29 mins
Dallas,Houston,385 km,3 hours 29 mins
Houston,Santa Ana,"2,494 km",22 hours 8 mins
Houston,Santa Ana,"2,494 km",22 hours 8 mins
Baltimore,Houston,"2,326 km",21 hours 6 mins
Baltimore,Houston,"2,326 km",21 hours 6 mins
Houston,Austin,266 km,2 hours 31 mins
Houston,Austin,266 km,2 hours 31 mins
Austin,Dallas,314 km,2 hours 53 mins
Austin,Dallas,314 km,2 hours 53 mins
Dallas,Baltimore,"2,198 km",20 hours 4 mins
Dallas,Baltimore,"2,198 km",20 hours 4 mins
Indianapolis,Dallas,"1,432 km",13 hours 14 mins
Indianapolis,Dallas,"1,432 km",13 hours 14 mins
Dallas,Amarillo,588 km,5 hours 30 mins
Dallas,Amarillo,588 km,5 hours 30 mins
Amarillo,Houston,965 km,8 hours 49 mins
Amarillo,Houston,965 km,8 hours 49 mins
Houston,Indianapolis,"1,632 km",15 hours 17 mins
Houston,Indianapolis,"1,632 km",15 hours 17 mins
Billings,Amarillo,"1,549 km",14 hours 1 min
Billings,Amarillo,"1,549 km",14 hours 1 min
Amarillo,Lubbock,197 km,1 hour 47 mins
Amarillo,Lubbock,197 km,1 hour 47 mins
Lubbock,Austin,602 km,5 hours 54 mins
Lubbock,Austin,602 km,5 hours 54 mins
Austin,Billings,"2,355 km",21 hours 43 mins
Austin,Billings,"2,355 km",21 hours 43 mins
Washington,Austin,"2,452 km",22 hours 18 mins
Washington,Austin,"2,452 km",22 hours 18 mins
Austin,Houston,266 km,2 hours 31 mins
Austin,Houston,266 km,2 hours 31 mins
Houston,Amarillo,965 km,8 hours 50 mins
Houston,Amarillo,965 km,8 hours 50 mins
Amarillo,Washington,"2,576 km",23 hours 12 mins
Amarillo,Washington,"2,576 km",23 hours 12 mins
Peoria,Texarkana,"1,055 km",9 hours 51 mins
Peoria,Texarkana,"1,055 km",9 hours 51 mins
Texarkana,Austin,603 km,5 hours 30 mins
Texarkana,Austin,603 km,5 hours 30 mins
Austin,Dallas,314 km,2 hours 53 mins
Austin,Dallas,314 km,2 hours 53 mins
Dallas,Peoria,"1,285 km",12 hours 8 mins
